start,today,latitude,longitude,gps_precision,Respondent_ID,01_Foods_made_from_grains,02_Whole_grains,03_White_roots_or_tubers,04_Pulses,QC1,05_Vitamin_A-rich_orange_vegetables,06_Dark_green_leafy_vegetables,06a_Dark_green_leafy_vegetables,06b_Dark_green_leafy_vegetables,07_Other_vegetables,08_Vitamin_A-rich_fruits,09_Citrus,10_Other_fruits,10a_Other_fruits,QC2,10b_Other_fruits,11_Baked_or_grain-based_sweets,12_Other_sweets,13_Eggs,14_Cheese,15_Yogurt,16_Processed_meats,17_Unprocessed_red_meat_ruminant,18_Unprocessed_red_meat_non_ruminant,19_Poultry,QC3,20_Fish_or_seafood,21_Nuts_or_seeds,22_Packaged_ultra-processed_salty_snacks,QC4,23_Instant_noodles,24_Deep_fried_foods,25_Milk,26_Sweet tea_coffee_or_cocoa,27_Fruit_juice_or_fruit_drinks,28_Soft_drinks,29_Fast_food
2024-09-26T10:53:50.295+01:00,09/26/2024,8.509569,8.5231853,2200,123456789,1,0,0,1,,0,0,0,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,0,1,,0,0,0,,0,0,0,1,1,0,0
2024-09-26T10:58:22.457+01:00,09/26/2024,8.5617756,8.5383435,3.927,9032394943,1,0,0,1,,1,0,0,0,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,0,1,1,1,1
2024-09-26T10:55:49.859+01:00,09/26/2024,9.038009,7.6860745,3.88,50590900,1,0,0,0,,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,1,0,,0,0,1,1,0,1,0
2024-09-26T10:29:08.137+01:00,09/26/2024,8.1178662,9.14084,3.94,32878619,1,0,0,1,,0,1,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,1,0,0,,0,1,0,,0,0,0,0,0,0,0
2024-09-26T11:04:53.354+01:00,09/26/2024,8.9331237,8.614779,3.93,1357911131,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1
2024-09-26T11:06:08.859+01:00,09/26/2024,8.1436291,8.7982407,3.66,70334718,0,0,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,0,0,1,0,0,0
2024-09-26T11:17:26.420+01:00,09/26/2024,8.4993815,8.5382859,1799.999,90668720,1,1,1,1,,1,1,1,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,0,1,,1,1,1,,1,1,1,1,1,1,1
2024-09-26T11:12:55.406+01:00,09/26/2024,8.4820997,8.537395,3.933,70384471,1,0,1,1,,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,1,0,0,,1,0,0,1,0,0,0
2024-09-26T11:25:43.016+01:00,09/26/2024,8.5182786,8.5599125,800,123456789,1,1,0,1,,1,0,0,0,1,0,0,1,0,,1,0,0,1,0,0,0,1,0,0,,0,0,0,,0,1,0,1,0,0,0
2024-09-26T11:38:13.206+01:00,09/26/2024,8.8458424,7.8815142,400,12345678,1,0,0,1,,0,0,0,0,1,1,0,0,0,,0,1,1,0,0,0,0,1,1,0,,0,1,0,,1,0,1,0,0,0,0
2024-09-26T11:24:42.977+01:00,09/26/2024,8.8433474,7.8854042,3.745,1234567891,1,1,1,1,,1,0,0,0,1,1,0,1,1,,1,1,1,0,1,0,1,1,0,0,,1,1,0,,0,1,0,0,1,0,0
2024-09-26T11:23:39.577+01:00,09/26/2024,8.9483751,8.6016102,2.841,80660911,1,1,1,1,,1,1,1,0,1,1,1,1,1,,1,1,1,1,0,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1
2024-09-26T11:26:16.357+01:00,09/26/2024,9.9535193,8.8798753,2900,68085479,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,0,0,,0,1,0,,0,0,1,1,1,0,0
2024-09-26T11:37:31.337+01:00,09/26/2024,8.528667,8.5441683,0.927,98123456,1,1,0,0,,0,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,0,,0,0,1,1,0,0,0
2024-09-26T11:37:45.790+01:00,09/26/2024,8.5283692,8.544391,3.861,95147890,1,1,0,1,,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,1,0,0,,0,0,0,1,0,0,0
2024-09-26T11:55:07.955+01:00,09/26/2024,8.5124395,8.5485533,3.479,363411940,1,0,0,1,,1,1,0,1,1,0,0,0,0,,0,1,0,1,0,1,0,1,0,1,,0,1,0,,1,1,0,1,1,0,0
2024-09-26T11:35:16.073+01:00,09/26/2024,8.5619997,8.5384278,3.898,123456789,1,0,1,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,0,0,0,,1,0,0,1,0,0,0
2024-09-26T11:49:18.307+01:00,09/26/2024,8.5122091,8.5315591,3.9,369434260,1,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,0,1,1,0,0,0
2024-09-26T11:53:35.789+01:00,09/26/2024,8.8601633,7.8923683,339.651,411409449,0,1,0,1,,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,1,1,0,,1,0,0,0,0,0,0
2024-09-26T11:53:08.302+01:00,09/26/2024,8.4821344,8.5375094,3.885,69788192,1,1,1,1,,0,0,0,0,1,1,1,1,1,,1,1,0,1,0,1,1,1,0,1,,0,1,0,,0,1,0,1,0,1,0
2024-09-26T12:11:15.219+01:00,09/26/2024,8.4821762,8.5374897,3.9,7065501597,1,0,0,0,,0,0,0,0,0,0,0,1,1,,0,1,0,0,0,0,1,1,0,0,,0,0,0,,0,0,0,0,0,1,0
2024-09-26T13:04:58.389+01:00,09/26/2024,6.605797,9.2503241,2000,1.72725E+12,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1
2024-09-24T17:12:53.494+01:00,09/24/2024,8.1148825,9.151728,1.894,81686186,1,0,0,1,,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,1,1,0,,0,0,0,,1,1,0,1,1,1,0
2024-09-26T14:31:13.231+01:00,09/26/2024,8.4886202,8.5245326,3.6,153202947,1,0,1,1,,1,1,1,1,1,1,0,1,1,,1,1,0,1,1,1,1,1,0,0,,1,1,1,,1,0,0,0,0,1,0
2024-09-26T14:59:08.139+01:00,09/26/2024,8.1179283,9.1408671,3,153219510,1,0,0,1,,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,1,0,,0,0,0,0,0,0,0
2024-09-26T14:51:04.338+01:00,09/26/2024,8.5736358,8.5560969,4,91694546,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,0
2024-09-26T15:04:42.459+01:00,09/26/2024,8.9410854,8.5967357,3.895,153188891,1,0,1,1,,0,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,0,0,0,0,0,0
2024-09-26T15:27:16.808+01:00,09/26/2024,8.5197625,8.5405304,3.737,153208412,1,1,1,1,,1,1,0,1,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,1,0,0,1,0,0
2024-09-26T15:31:44.596+01:00,09/26/2024,8.4983921,8.536913,500,153203466,1,1,1,1,,1,1,0,1,1,1,0,1,1,,1,1,1,1,0,1,1,1,0,1,,0,1,1,,1,1,0,1,0,1,0
2024-09-26T15:43:17.361+01:00,09/26/2024,9.0379014,7.6863757,3.18,153144051,1,0,0,0,,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,1,0,,0,0,1,1,0,1,0
2024-09-26T15:38:37.535+01:00,09/26/2024,8.3713398,8.7725053,2.175,153225472,1,0,0,0,,0,1,1,1,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,,0,0,0,,0,1,0,1,0,0,0
2024-09-26T15:38:39.665+01:00,09/26/2024,8.5213668,8.5430514,3.606,153202714,1,1,1,1,,0,1,1,0,1,1,1,0,0,,0,0,0,0,0,0,0,1,0,0,,1,1,0,,0,1,0,0,0,0,0
2024-09-26T15:43:26.696+01:00,09/26/2024,7.0519219,3.1786818,3.666,80267939,1,0,1,0,,1,1,0,1,1,1,1,0,0,,0,0,0,0,1,1,0,1,0,0,,1,1,0,,0,1,0,0,1,0,0
2024-09-26T15:08:17.364+01:00,09/26/2024,8.2286504,8.5765213,1.43,8060330526,1,1,1,1,,0,1,1,1,1,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,0,1,1,1,0
2024-09-26T15:54:48.208+01:00,09/26/2024,8.5284952,8.5444039,3.81,153230079,1,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,1,0,0,,0,0,0,1,0,0,0
2024-09-26T15:56:14.310+01:00,09/26/2024,8.9411747,8.5965255,2.88,153181180,1,0,0,1,,0,1,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,0,1,0,0,0,0
2024-09-26T16:02:10.788+01:00,09/26/2024,8.4684097,8.5885925,3.6,153204772,1,0,0,1,,1,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,1,0,0,,1,0,1,1,0,0,0
2024-09-26T15:02:00.291+01:00,09/26/2024,8.4983469,8.5389723,1799.999,153217169,1,1,1,1,,0,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,0,1,,0,1,1,,0,1,1,1,1,1,0
2024-09-26T15:59:56.903+01:00,09/26/2024,8.8481361,7.8765223,3.936,153155692,1,1,0,1,,1,0,0,0,1,1,0,1,1,,1,1,0,0,0,0,0,1,0,0,,1,1,0,,0,0,0,0,1,0,0
2024-09-26T15:54:22.013+01:00,09/26/2024,8.4908572,8.5367364,3.43,153208441,1,0,0,1,,0,1,0,1,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,,1,0,0,,0,0,1,1,1,0,0
2024-09-26T12:43:13.495+01:00,09/26/2024,8.4914378,8.5077806,2.902,153200299,1,1,1,1,,0,1,1,1,1,1,0,1,1,,1,0,0,1,0,0,0,0,0,0,,1,1,0,,1,0,1,1,0,1,0
2024-09-26T15:57:32.730+01:00,09/26/2024,8.5284823,8.5444796,3.978,153207747,1,1,0,0,,0,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,0,,0,0,1,1,0,0,0
2024-09-26T16:06:27.905+01:00,09/26/2024,8.5673692,8.5369939,3.356,153209583,1,0,0,1,,0,1,1,0,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,,0,1,0,,1,0,0,1,0,1,0
2024-09-26T16:14:49.375+01:00,09/26/2024,9.1326669,7.2988423,1700,129202921,0,0,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,0,1,0,,0,1,1,1,0,0,0
2024-09-26T15:50:24.763+01:00,09/26/2024,8.49312,8.5291983,2.222,153200759,1,0,0,1,,0,1,1,0,1,1,0,1,1,,0,1,1,0,0,0,1,1,0,1,,0,1,0,,0,1,0,1,0,1,0
2024-09-26T16:04:39.575+01:00,09/26/2024,8.9336009,7.0935414,2.302,123456789,1,1,1,1,,1,1,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,,0,0,0,,0,1,0,1,0,0,0
2024-09-26T15:37:37.091+01:00,09/26/2024,8.5651015,8.5378087,3.696,153203202,1,0,0,1,,0,1,1,0,1,0,1,0,0,,0,0,0,1,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0
2024-09-26T16:10:08.082+01:00,09/26/2024,8.4936159,8.5285485,3.994,153209063,1,0,1,1,,1,1,1,1,1,1,0,1,1,,1,1,0,1,1,1,1,1,0,0,,0,1,1,,1,1,1,1,0,1,0
2024-09-26T09:42:32.158+01:00,09/26/2024,8.5020992,8.5383361,500,153205243,1,1,1,1,,1,1,1,0,1,1,0,1,1,,0,0,0,0,0,0,1,0,0,0,,0,1,0,,0,0,1,0,1,1,0
2024-09-26T16:21:02.220+01:00,09/26/2024,8.4977727,8.5341672,3299.999,153215150,1,0,1,1,,1,1,1,0,1,1,1,1,1,,0,0,1,1,1,1,0,1,0,1,,1,1,0,,0,1,1,1,1,0,1
2024-09-26T16:24:52.429+01:00,09/26/2024,8.5194952,8.5262576,3.86,153200157,1,0,1,0,,1,1,1,1,1,0,0,1,1,,0,1,0,1,0,0,0,1,0,0,,1,1,0,,1,1,1,1,0,0,0
2024-09-26T16:16:49.497+01:00,09/26/2024,8.379465,8.7818722,3.815,153229823,1,1,1,1,,1,1,1,0,1,1,0,1,1,,1,1,0,0,1,1,0,1,0,0,,1,1,0,,0,0,1,1,1,1,0
2024-09-26T16:36:01.465+01:00,09/26/2024,8.1137506,9.151215,3.266,153218989,1,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,,0,0,1,,1,0,1,1,0,0,0
2024-09-26T16:31:40.786+01:00,09/26/2024,8.5610276,8.5397583,3.3,153224332,1,0,0,1,,0,1,1,0,1,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,,1,1,0,,1,0,0,0,0,0,0
2024-09-26T16:42:14.450+01:00,09/26/2024,8.5161894,8.540114,6.33,153208192,1,1,1,1,,0,0,0,0,1,1,1,1,1,,1,1,0,1,0,1,1,1,0,1,,0,1,0,,0,1,0,1,0,1,0
2024-09-26T16:38:10.042+01:00,09/26/2024,9.8188528,8.8656498,3.74,153164883,1,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,0,,0,0,1,1,0,0,0
2024-09-26T16:36:18.156+01:00,09/26/2024,8.5190551,8.5284277,4,153209168,1,1,1,1,,0,0,0,0,1,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,,1,0,0,,0,0,1,0,0,0,0
2024-09-26T16:48:00.319+01:00,09/26/2024,8.5190762,8.5283917,1.452,153200699,1,0,0,0,,0,0,0,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,1,0,0,,0,1,1,1,1,0,0
2024-09-26T16:44:21.553+01:00,09/26/2024,8.4943819,8.533824,699.999,153207232,1,0,0,1,,1,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,0,0,1,,1,1,0,,0,1,0,0,1,0,0
2024-09-26T14:40:21.838+01:00,09/26/2024,8.4978719,8.5377466,4,153206458,1,1,0,1,,0,1,0,1,1,0,0,0,0,,0,1,1,0,0,0,0,1,0,0,,1,0,0,,1,1,0,1,1,0,1
2024-09-26T16:52:26.492+01:00,09/26/2024,8.5667756,8.5403369,3.101,153200211,1,1,1,1,,0,1,1,0,0,1,0,0,0,,0,1,0,1,0,0,0,1,0,0,,1,1,0,,1,0,0,0,1,0,0
2024-09-26T11:24:13.431+01:00,09/26/2024,8.3876082,8.3667333,3.566,153243129,1,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,0,1,1,0,0,0
2024-09-26T16:28:12.709+01:00,09/26/2024,8.9471815,8.5956941,3.68,153184686,1,0,1,0,,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,,0,0,0,,0,1,0,0,0,0,0
2024-09-24T18:24:55.785+01:00,09/24/2024,8.3874417,8.3666483,3.233,241615111,1,0,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,1,0,,0,0,1,1,1,0,0
2024-09-26T16:57:02.586+01:00,09/26/2024,8.566695,8.53676,7.766,153202436,1,1,1,0,,1,0,0,0,1,0,0,0,0,,0,1,0,1,1,0,0,0,0,0,,1,1,0,,1,0,0,1,0,0,0
2024-09-26T16:41:04.854+01:00,09/26/2024,8.1508115,8.7992273,0.647,153238910,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,0,1,,1,1,1,,1,1,1,1,1,1,1
2024-09-26T17:19:07.563+01:00,09/26/2024,8.512138,8.5454941,2099.999,153207874,1,1,0,1,,0,0,0,0,1,0,1,1,0,,1,0,0,0,0,0,0,1,0,0,,0,0,0,,0,1,0,0,0,0,0
2024-09-26T17:04:20.935+01:00,09/26/2024,8.2897959,8.8116536,3.413,153235515,1,1,0,1,,0,0,0,0,1,0,0,1,1,,0,1,0,0,0,0,0,1,0,0,,0,1,0,,0,0,0,0,1,1,0
2024-09-26T17:01:09.745+01:00,09/26/2024,8.49297,8.5362265,2099.999,153204420,1,0,0,1,,0,1,0,1,1,0,0,0,0,,0,1,0,0,1,0,0,1,0,0,,1,0,0,,0,0,1,1,0,1,0
2024-09-26T17:21:47.781+01:00,09/26/2024,8.5606178,8.5391634,1.179,153166183,1,0,0,1,,0,1,1,0,1,0,1,0,0,,0,1,0,0,0,1,0,1,0,0,,1,1,0,,0,0,0,0,1,0,0
2024-09-26T17:14:11.338+01:00,09/26/2024,8.5609984,8.5410298,4,153205238,1,0,0,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,,0,0,0,1,0,0,0
2024-09-26T16:59:21.572+01:00,09/26/2024,8.3920864,8.3538169,4.92,153249990,1,1,1,1,,0,1,1,0,1,0,1,1,1,,1,1,0,0,0,0,0,1,0,0,,0,1,0,,0,1,0,1,1,1,0
2024-09-26T16:26:54.104+01:00,09/26/2024,8.9472004,8.5957243,3.937,153184554,1,0,1,1,,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,0,0,0,,0,1,0,0,0,0,0
2024-09-26T17:33:50.838+01:00,09/26/2024,8.5105696,8.5454301,3.55,153203974,0,1,1,0,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,1,1,0,1,,0,1,0,,0,0,0,0,0,0,0
